trip,dept_name,last_name,reason_description,expense_seq,account_no,account_description,gross_amount
2933,Executive,Moran,"sales call",4,2000,alcohol,18.32
2934,Finance,Martins,"off-site meeting",1,5000,"conference fees",277.99
2934,Finance,Martins,"off-site meeting",2,1000,"meal (no alcohol)",10.55
2935,"Information Technology",Mcdermott,"site visit",1,1000,"meal (no alcohol)",33.81
2935,"Information Technology",Mcdermott,"site visit",2,7000,"plane fare",657.44
2936,Executive,Chavez,conference,1,10000,"other transportatoin",70.61
2936,Executive,Chavez,conference,2,9000,"rental car",549.17
2937,Logistics,Hills,"site visit",1,6000,misc,54.44
2937,Logistics,Hills,"site visit",2,2000,alcohol,19.98
2937,Logistics,Hills,"site visit",3,3000,catering,481.1
2938,Purchasing,Mohammed,"site visit",1,1000,"meal (no alcohol)",17.21
2938,Purchasing,Mohammed,"site visit",2,3000,catering,327.61
2938,Purchasing,Mohammed,"site visit",3,9000,"rental car",480.05
2938,Purchasing,Mohammed,"site visit",4,4000,hotel,647.34
2939,Purchasing,Parry,"site visit",1,10000,"other transportatoin",103.28
2939,Purchasing,Parry,"site visit",2,8000,taxi,34.51
2940,"Information Technology",Finley,"supplier visit",1,3000,catering,458.77
2940,"Information Technology",Finley,"supplier visit",2,6000,misc,43.15
2940,"Information Technology",Finley,"supplier visit",3,7000,"plane fare",628.46
2941,"Information Technology",Mercer,"off-site meeting",1,4000,hotel,392
2941,"Information Technology",Mercer,"off-site meeting",2,1000,"meal (no alcohol)",17.26
2941,"Information Technology",Mercer,"off-site meeting",3,5000,"conference fees",1291.25
2942,Quality,Richard,"supplier visit",1,4000,hotel,293.88
2942,Quality,Richard,"supplier visit",2,8000,taxi,27.79
2942,Quality,Richard,"supplier visit",3,8000,taxi,35.34
2942,Quality,Richard,"supplier visit",4,3000,catering,469.18
2943,Executive,Robin,"off-site meeting",1,3000,catering,588.51
2943,Executive,Robin,"off-site meeting",2,10000,"other transportatoin",88.2
2943,Executive,Robin,"off-site meeting",3,7000,"plane fare",835.09
2943,Executive,Robin,"off-site meeting",4,7000,"plane fare",643.47
2943,Executive,Robin,"off-site meeting",5,5000,"conference fees",1092.18
2944,Executive,Robin,conference,1,1000,"meal (no alcohol)",37.12
2944,Executive,Robin,conference,2,5000,"conference fees",1052.68
2944,Executive,Robin,conference,3,4000,hotel,502.96
2945,Sales,Porter,"sales call",1,8000,taxi,36.74
2945,Sales,Porter,"sales call",2,6000,misc,69.31
2946,Logistics,Witt,"off-site meeting",1,2000,alcohol,6.2
2946,Logistics,Witt,"off-site meeting",2,9000,"rental car",389.28
2946,Logistics,Witt,"off-site meeting",3,10000,"other transportatoin",94.32
2947,Finance,Murphy,"sales call",1,7000,"plane fare",826.53
2947,Finance,Murphy,"sales call",2,6000,misc,30.96
2948,Executive,Goodman,conference,1,4000,hotel,241.01
2948,Executive,Goodman,conference,2,3000,catering,836.28
2948,Executive,Goodman,conference,3,8000,taxi,41.06
2949,Sales,Rodgers,"site visit",1,7000,"plane fare",924.7
2949,Sales,Rodgers,"site visit",2,3000,catering,423.91
2949,Sales,Rodgers,"site visit",3,4000,hotel,523.94
2949,Sales,Rodgers,"site visit",4,6000,misc,36.38
2950,Finance,Duggan,"supplier visit",1,4000,hotel,305.99
2950,Finance,Duggan,"supplier visit",2,10000,"other transportatoin",12.34
2951,"Human Resources",Sellers,"sales call",1,6000,misc,44.56
2951,"Human Resources",Sellers,"sales call",2,7000,"plane fare",466.35
2951,"Human Resources",Sellers,"sales call",3,1000,"meal (no alcohol)",19.96
2952,"Information Technology",Bass,"off-site meeting",1,9000,"rental car",411.03
2952,"Information Technology",Bass,"off-site meeting",2,2000,alcohol,10.03
2953,"Human Resources",Jeffery,"off-site meeting",1,4000,hotel,674.4
2953,"Human Resources",Jeffery,"off-site meeting",2,6000,misc,65.71
2953,"Human Resources",Jeffery,"off-site meeting",3,3000,catering,682.92
2953,"Human Resources",Jeffery,"off-site meeting",4,8000,taxi,37.85
2954,Logistics,Stevens,"off-site meeting",1,1000,"meal (no alcohol)",24.42
2954,Logistics,Stevens,"off-site meeting",2,3000,catering,223.42
2955,"Information Technology",Milner,"supplier visit",1,9000,"rental car",212.68
2955,"Information Technology",Milner,"supplier visit",2,7000,"plane fare",1233.12
2955,"Information Technology",Milner,"supplier visit",3,7000,"plane fare",527.25
2956,Finance,Skinner,"supplier visit",1,1000,"meal (no alcohol)",13.01
2956,Finance,Skinner,"supplier visit",2,2000,alcohol,0.61
2956,Finance,Skinner,"supplier visit",3,3000,catering,489.07
2957,Finance,Alcock,conference,1,2000,alcohol,1.23
2957,Finance,Alcock,conference,2,9000,"rental car",335.67
2958,"Human Resources",Major,"site visit",1,5000,"conference fees",1027.38
2958,"Human Resources",Major,"site visit",2,6000,misc,35.24
2958,"Human Resources",Major,"site visit",3,6000,misc,38.07
2959,Executive,Goodman,conference,1,5000,"conference fees",937.6
2959,Executive,Goodman,conference,2,2000,alcohol,19.5
2960,Operations,Odling,conference,1,10000,"other transportatoin",107.89
2961,Finance,Martins,conference,1,4000,hotel,368.05
2961,Finance,Martins,conference,2,6000,misc,52.57
2961,Finance,Martins,conference,3,10000,"other transportatoin",115.42
2961,Finance,Martins,conference,4,5000,"conference fees",806.74
2961,Finance,Martins,conference,5,1000,"meal (no alcohol)",13.28
2962,Finance,Lynch,"sales call",1,7000,"plane fare",599.56
2962,Finance,Lynch,"sales call",2,9000,"rental car",395.49
2962,Finance,Lynch,"sales call",3,7000,"plane fare",897.87
2963,Finance,Tucker,"off-site meeting",1,7000,"plane fare",593.87
2963,Finance,Tucker,"off-site meeting",2,6000,misc,66.61
2964,Purchasing,Wills,"site visit",1,5000,"conference fees",1071.7
2964,Purchasing,Wills,"site visit",2,3000,catering,641.2
2965,"Human Resources",Laing,conference,1,5000,"conference fees",1013.77
2965,"Human Resources",Laing,conference,2,2000,alcohol,10.53
2965,"Human Resources",Laing,conference,3,8000,taxi,29.73
2965,"Human Resources",Laing,conference,4,6000,misc,52.29
2966,Purchasing,Roche,"sales call",1,4000,hotel,667.77
2966,Purchasing,Roche,"sales call",2,10000,"other transportatoin",64.38
2967,Finance,Alcock,"supplier visit",1,3000,catering,705.07
2967,Finance,Alcock,"supplier visit",2,4000,hotel,414.93
2968,Logistics,Bautista,"supplier visit",1,5000,"conference fees",698.42
2968,Logistics,Bautista,"supplier visit",2,6000,misc,55.21
2968,Logistics,Bautista,"supplier visit",3,7000,"plane fare",599.6
2969,"Human Resources",Jeffery,conference,1,6000,misc,62.79
2969,"Human Resources",Jeffery,conference,2,6000,misc,56.05
2969,"Human Resources",Jeffery,conference,3,2000,alcohol,12.28
2969,"Human Resources",Jeffery,conference,4,7000,"plane fare",728.59
2969,"Human Resources",Jeffery,conference,5,10000,"other transportatoin",129.45
2970,Operations,Booker,"supplier visit",1,2000,alcohol,22.29
2970,Operations,Booker,"supplier visit",2,7000,"plane fare",835.78
2970,Operations,Booker,"supplier visit",3,8000,taxi,20.75
2971,Finance,Martins,"sales call",1,5000,"conference fees",998.35
2971,Finance,Martins,"sales call",2,9000,"rental car",498.35
2972,"Information Technology",Fitzgerald,"off-site meeting",1,7000,"plane fare",693.88
2972,"Information Technology",Fitzgerald,"off-site meeting",2,10000,"other transportatoin",64.8
2973,"Information Technology",Buckner,conference,1,2000,alcohol,13.36
2973,"Information Technology",Buckner,conference,2,8000,taxi,44.45
2974,Sales,Choi,conference,1,8000,taxi,29.1
2974,Sales,Choi,conference,2,1000,"meal (no alcohol)",30.37
2975,Purchasing,Reynolds,"off-site meeting",1,9000,"rental car",262.57
2975,Purchasing,Reynolds,"off-site meeting",2,10000,"other transportatoin",-4.49
2975,Purchasing,Reynolds,"off-site meeting",3,8000,taxi,30.72
2976,Purchasing,Partridge,conference,1,1000,"meal (no alcohol)",29.55
2976,Purchasing,Partridge,conference,2,2000,alcohol,22.27
2977,Executive,Graham,"sales call",1,10000,"other transportatoin",67.38
2977,Executive,Graham,"sales call",2,4000,hotel,1062.95
2977,Executive,Graham,"sales call",3,5000,"conference fees",1219.08
2977,Executive,Graham,"sales call",4,4000,hotel,337.83
2978,Executive,Robin,"sales call",1,8000,taxi,27.98
2978,Executive,Robin,"sales call",2,5000,"conference fees",1150.76
2978,Executive,Robin,"sales call",3,8000,taxi,34.11
2979,Executive,Yang,"sales call",1,9000,"rental car",262.63
2979,Executive,Yang,"sales call",2,1000,"meal (no alcohol)",28.25
2979,Executive,Yang,"sales call",3,7000,"plane fare",728.77
2980,"Information Technology",Knott,conference,1,3000,catering,124.12
2980,"Information Technology",Knott,conference,2,2000,alcohol,10.38
2980,"Information Technology",Knott,conference,3,6000,misc,52.31
2980,"Information Technology",Knott,conference,4,10000,"other transportatoin",-0.66
2981,Operations,Booker,"site visit",1,8000,taxi,32.58
2981,Operations,Booker,"site visit",2,4000,hotel,524.97
2981,Operations,Booker,"site visit",3,5000,"conference fees",1627.91
2981,Operations,Booker,"site visit",4,8000,taxi,17.64
2982,Sales,Cassidy,conference,1,5000,"conference fees",831.19
2982,Sales,Cassidy,conference,2,10000,"other transportatoin",0
2982,Sales,Cassidy,conference,3,10000,"other transportatoin",46.48
2982,Sales,Cassidy,conference,4,2000,alcohol,3.92
2983,Executive,Goodman,conference,1,6000,misc,49.59
2983,Executive,Goodman,conference,2,3000,catering,604.14
2984,Purchasing,Delarosa,conference,1,8000,taxi,30.47
2984,Purchasing,Delarosa,conference,2,7000,"plane fare",800.26
2985,"Human Resources",Sellers,"site visit",1,4000,hotel,643.04
2986,Operations,Booker,"off-site meeting",1,1000,"meal (no alcohol)",35.64
2986,Operations,Booker,"off-site meeting",2,8000,taxi,42.39
2986,Operations,Booker,"off-site meeting",3,6000,misc,67.92
2987,"Information Technology",Ball,"sales call",1,3000,catering,638.62
2987,"Information Technology",Ball,"sales call",2,4000,hotel,313.79
2987,"Information Technology",Ball,"sales call",3,8000,taxi,41.7
2988,Executive,Ward,conference,1,2000,alcohol,15.64
2988,Executive,Ward,conference,2,2000,alcohol,13.39
2989,Finance,Chen,"off-site meeting",1,9000,"rental car",378.01
2989,Finance,Chen,"off-site meeting",2,8000,taxi,11.9
2989,Finance,Chen,"off-site meeting",3,4000,hotel,544.6
2989,Finance,Chen,"off-site meeting",4,7000,"plane fare",785.38
2990,"Human Resources",Elliott,conference,1,3000,catering,331.22
2990,"Human Resources",Elliott,conference,2,9000,"rental car",399.96
2990,"Human Resources",Elliott,conference,3,4000,hotel,401.76
2990,"Human Resources",Elliott,conference,4,5000,"conference fees",1437.17
2991,"Human Resources",Faulkner,"sales call",1,9000,"rental car",489.46
2991,"Human Resources",Faulkner,"sales call",2,7000,"plane fare",853.33
2991,"Human Resources",Faulkner,"sales call",3,6000,misc,47.07
2991,"Human Resources",Faulkner,"sales call",4,7000,"plane fare",712.37
2992,Purchasing,Reynolds,conference,1,6000,misc,52.23
2992,Purchasing,Reynolds,conference,2,1000,"meal (no alcohol)",29.24
2993,Purchasing,Mohammed,"supplier visit",1,9000,"rental car",285.22
2993,Purchasing,Mohammed,"supplier visit",2,4000,hotel,432.34
2994,Sales,Cassidy,conference,1,1000,"meal (no alcohol)",23.09
2995,Logistics,Hills,"supplier visit",1,3000,catering,175.26
2995,Logistics,Hills,"supplier visit",2,8000,taxi,28.31
2996,Sales,Reader,conference,1,9000,"rental car",519.04
2996,Sales,Reader,conference,2,1000,"meal (no alcohol)",30.71
2997,Executive,Ward,conference,1,2000,alcohol,8.23
2997,Executive,Ward,conference,2,4000,hotel,549.81
2998,Finance,Marks,"sales call",1,1000,"meal (no alcohol)",37.52
2998,Finance,Marks,"sales call",2,6000,misc,50.72
2998,Finance,Marks,"sales call",3,9000,"rental car",231.06
2998,Finance,Marks,"sales call",4,4000,hotel,234.28
2998,Finance,Marks,"sales call",5,10000,"other transportatoin",78.38
2999,Executive,Delaney,"off-site meeting",1,5000,"conference fees",1086.72
2999,Executive,Delaney,"off-site meeting",2,5000,"conference fees",1341.6
3000,Purchasing,Partridge,"site visit",1,9000,"rental car",515.17
3000,Purchasing,Partridge,"site visit",2,3000,catering,459.45
3000,Purchasing,Partridge,"site visit",3,8000,taxi,19.95
3000,Purchasing,Partridge,"site visit",4,4000,hotel,-158.11
3001,Operations,Hayward,"off-site meeting",1,5000,"conference fees",1168.64
3001,Operations,Hayward,"off-site meeting",2,10000,"other transportatoin",79.39
3002,"Information Technology",Dennis,"supplier visit",1,8000,taxi,21.55
3002,"Information Technology",Dennis,"supplier visit",2,2000,alcohol,16.66
3002,"Information Technology",Dennis,"supplier visit",3,9000,"rental car",325.05
3002,"Information Technology",Dennis,"supplier visit",4,7000,"plane fare",716.92
3003,"Information Technology",Cannon,conference,1,4000,hotel,493.81
3003,"Information Technology",Cannon,conference,2,9000,"rental car",477.81
3003,"Information Technology",Cannon,conference,3,8000,taxi,37.51
3004,"Information Technology",Buckner,conference,1,1000,"meal (no alcohol)",32.55
3004,"Information Technology",Buckner,conference,2,10000,"other transportatoin",41.18
3004,"Information Technology",Buckner,conference,3,8000,taxi,0
3004,"Information Technology",Buckner,conference,4,5000,"conference fees",1013.85
3005,Logistics,Witt,"supplier visit",1,8000,taxi,32.27
3005,Logistics,Witt,"supplier visit",2,3000,catering,764.41
3005,Logistics,Witt,"supplier visit",3,6000,misc,50.09
3006,Purchasing,Delarosa,"supplier visit",1,10000,"other transportatoin",48.18
3006,Purchasing,Delarosa,"supplier visit",2,3000,catering,175.04
3007,"Information Technology",Mcdermott,"supplier visit",1,7000,"plane fare",456.74
3007,"Information Technology",Mcdermott,"supplier visit",2,9000,"rental car",263.27
3007,"Information Technology",Mcdermott,"supplier visit",3,1000,"meal (no alcohol)",25.74
3008,Sales,Choi,"off-site meeting",1,1000,"meal (no alcohol)",21.62
3008,Sales,Choi,"off-site meeting",2,2000,alcohol,17.07
3008,Sales,Choi,"off-site meeting",3,6000,misc,53.7
3009,Executive,Moran,"site visit",1,6000,misc,47.51
3009,Executive,Moran,"site visit",2,8000,taxi,18.56
3009,Executive,Moran,"site visit",3,7000,"plane fare",921.91
3010,"Information Technology",Finley,"site visit",1,10000,"other transportatoin",91.36
3010,"Information Technology",Finley,"site visit",2,6000,misc,44.35
3010,"Information Technology",Finley,"site visit",3,3000,catering,52.2
3011,Operations,Odling,"off-site meeting",1,5000,"conference fees",548.45
3011,Operations,Odling,"off-site meeting",2,2000,alcohol,16.86
3011,Operations,Odling,"off-site meeting",3,4000,hotel,351.91
3012,Finance,Yates,"sales call",1,3000,catering,88.99
3012,Finance,Yates,"sales call",2,3000,catering,547.88
3012,Finance,Yates,"sales call",3,10000,"other transportatoin",90.88
3012,Finance,Yates,"sales call",4,2000,alcohol,12.39
3013,"Human Resources",Hensley,"sales call",1,5000,"conference fees",992.4
3013,"Human Resources",Hensley,"sales call",2,8000,taxi,30.04
3013,"Human Resources",Hensley,"sales call",3,10000,"other transportatoin",55.62
3013,"Human Resources",Hensley,"sales call",4,5000,"conference fees",600.15
3013,"Human Resources",Hensley,"sales call",5,6000,misc,56.97
3014,Sales,Reader,"off-site meeting",1,2000,alcohol,3.59
3014,Sales,Reader,"off-site meeting",2,6000,misc,51.43
3014,Sales,Reader,"off-site meeting",3,4000,hotel,520.32
3014,Sales,Reader,"off-site meeting",4,5000,"conference fees",1004.02
3015,"Information Technology",Knott,"site visit",1,5000,"conference fees",1091.98
3015,"Information Technology",Knott,"site visit",2,1000,"meal (no alcohol)",29.87
3015,"Information Technology",Knott,"site visit",3,7000,"plane fare",965.49
3015,"Information Technology",Knott,"site visit",4,10000,"other transportatoin",40.3
3016,Executive,Goodman,"supplier visit",1,10000,"other transportatoin",23.83
3016,Executive,Goodman,"supplier visit",2,7000,"plane fare",882.4
3017,"Human Resources",Hensley,"sales call",1,6000,misc,46.88
3017,"Human Resources",Hensley,"sales call",2,7000,"plane fare",794.52
3017,"Human Resources",Hensley,"sales call",3,3000,catering,562.93
3018,"Human Resources",Baldwin,"supplier visit",1,7000,"plane fare",665.52
3018,"Human Resources",Baldwin,"supplier visit",2,9000,"rental car",378.4
3018,"Human Resources",Baldwin,"supplier visit",3,3000,catering,564.14
3019,"Human Resources",Elliott,"sales call",1,8000,taxi,37.35
3019,"Human Resources",Elliott,"sales call",2,2000,alcohol,13.65
3020,Finance,Marks,conference,1,5000,"conference fees",306.87
3020,Finance,Marks,conference,2,7000,"plane fare",1246.55
3021,"Human Resources",Elliott,"off-site meeting",1,9000,"rental car",369.59
3021,"Human Resources",Elliott,"off-site meeting",2,4000,hotel,668.46
3021,"Human Resources",Elliott,"off-site meeting",3,6000,misc,44.82
3021,"Human Resources",Elliott,"off-site meeting",4,3000,catering,273.61
3022,Quality,Sexton,conference,1,9000,"rental car",352.85
3022,Quality,Sexton,conference,2,7000,"plane fare",789.6
3022,Quality,Sexton,conference,3,7000,"plane fare",691.68
3023,"Human Resources",Major,"supplier visit",1,4000,hotel,1.05
3023,"Human Resources",Major,"supplier visit",2,7000,"plane fare",631.12
3023,"Human Resources",Major,"supplier visit",3,9000,"rental car",434.36
3023,"Human Resources",Major,"supplier visit",4,9000,"rental car",340.89
3024,Finance,Vaughn,"sales call",1,6000,misc,51.11
3024,Finance,Vaughn,"sales call",2,5000,"conference fees",905.61
3025,Operations,Booker,"supplier visit",1,8000,taxi,14.07
3025,Operations,Booker,"supplier visit",2,9000,"rental car",347.78
3026,"Human Resources",Jeffery,"off-site meeting",1,2000,alcohol,4.83
3026,"Human Resources",Jeffery,"off-site meeting",2,3000,catering,353.79
3026,"Human Resources",Jeffery,"off-site meeting",3,6000,misc,52.05
3027,"Human Resources",Major,conference,1,1000,"meal (no alcohol)",26.78
3027,"Human Resources",Major,conference,2,2000,alcohol,4.32
3027,"Human Resources",Major,conference,3,7000,"plane fare",647.19
3027,"Human Resources",Major,conference,4,3000,catering,447.67
3028,Quality,Corbett,"off-site meeting",1,5000,"conference fees",0
3028,Quality,Corbett,"off-site meeting",2,4000,hotel,353.14
3028,Quality,Corbett,"off-site meeting",3,2000,alcohol,11.5
3029,"Human Resources",Elliott,"supplier visit",1,7000,"plane fare",974.96
3029,"Human Resources",Elliott,"supplier visit",2,8000,taxi,23.31
3029,"Human Resources",Elliott,"supplier visit",3,2000,alcohol,15.8
3030,Finance,Murphy,"supplier visit",1,4000,hotel,729.63
3030,Finance,Murphy,"supplier visit",2,2000,alcohol,14.37
3031,Logistics,Hills,"off-site meeting",1,4000,hotel,307.78
3031,Logistics,Hills,"off-site meeting",2,9000,"rental car",232.7
3032,Finance,Flynn,"off-site meeting",1,1000,"meal (no alcohol)",19.76
3033,Finance,Yates,"off-site meeting",1,9000,"rental car",394.87
3033,Finance,Yates,"off-site meeting",2,5000,"conference fees",1035.55
3033,Finance,Yates,"off-site meeting",3,2000,alcohol,13.41
3033,Finance,Yates,"off-site meeting",4,9000,"rental car",225.93
3033,Finance,Yates,"off-site meeting",5,7000,"plane fare",738.79
3034,Logistics,Harvey,"off-site meeting",1,8000,taxi,27.39
3035,Executive,Cain,"supplier visit",1,10000,"other transportatoin",0
3035,Executive,Cain,"supplier visit",2,8000,taxi,10.42
3035,Executive,Cain,"supplier visit",3,9000,"rental car",468.77
3035,Executive,Cain,"supplier visit",4,3000,catering,568.87
3036,"Human Resources",Baldwin,"sales call",1,10000,"other transportatoin",61.97
3036,"Human Resources",Baldwin,"sales call",2,10000,"other transportatoin",62.65
3036,"Human Resources",Baldwin,"sales call",3,4000,hotel,806.99
3036,"Human Resources",Baldwin,"sales call",4,5000,"conference fees",1075.04
3037,Purchasing,Reynolds,"site visit",1,7000,"plane fare",504.21
3037,Purchasing,Reynolds,"site visit",2,3000,catering,353.16
3037,Purchasing,Reynolds,"site visit",3,1000,"meal (no alcohol)",18.43
3038,Finance,Duggan,"sales call",1,5000,"conference fees",1067.27
3038,Finance,Duggan,"sales call",2,9000,"rental car",425.51
3038,Finance,Duggan,"sales call",3,10000,"other transportatoin",55.23
3039,Purchasing,Reynolds,conference,1,9000,"rental car",291.36
3039,Purchasing,Reynolds,conference,2,3000,catering,472.15
3040,Executive,Wheatley,"off-site meeting",1,3000,catering,417.56
3040,Executive,Wheatley,"off-site meeting",2,4000,hotel,306.22
3041,Logistics,Bautista,"sales call",1,2000,alcohol,17.54
3041,Logistics,Bautista,"sales call",2,8000,taxi,35.33
3042,Executive,Robin,conference,1,9000,"rental car",432.37
3042,Executive,Robin,conference,2,10000,"other transportatoin",84.53
3042,Executive,Robin,conference,3,9000,"rental car",454.73
3042,Executive,Robin,conference,4,2000,alcohol,0
3043,Purchasing,Roche,"supplier visit",1,2000,alcohol,13.85
3043,Purchasing,Roche,"supplier visit",2,7000,"plane fare",897.77
3043,Purchasing,Roche,"supplier visit",3,8000,taxi,35.27
3044,Purchasing,Knights,"off-site meeting",1,3000,catering,663.88
3044,Purchasing,Knights,"off-site meeting",2,6000,misc,53.09
3044,Purchasing,Knights,"off-site meeting",3,3000,catering,664.72
3045,"Human Resources",Laing,conference,1,3000,catering,510.08
3045,"Human Resources",Laing,conference,2,6000,misc,66.87
3045,"Human Resources",Laing,conference,3,6000,misc,36.35
3045,"Human Resources",Laing,conference,4,10000,"other transportatoin",153.68
3046,Executive,Dunn,conference,1,1000,"meal (no alcohol)",20.15
3046,Executive,Dunn,conference,2,2000,alcohol,8.67
3046,Executive,Dunn,conference,3,5000,"conference fees",1108.97
3046,Executive,Dunn,conference,4,9000,"rental car",427.13
3047,Finance,Huang,"supplier visit",1,4000,hotel,525.49
3047,Finance,Huang,"supplier visit",2,8000,taxi,30.55
3047,Finance,Huang,"supplier visit",3,9000,"rental car",638.73
3048,"Information Technology",David,"supplier visit",1,10000,"other transportatoin",89.15
3048,"Information Technology",David,"supplier visit",2,1000,"meal (no alcohol)",29.8
3049,"Information Technology",Fitzgerald,"off-site meeting",1,2000,alcohol,17.48
3049,"Information Technology",Fitzgerald,"off-site meeting",2,7000,"plane fare",547.48
3049,"Information Technology",Fitzgerald,"off-site meeting",3,7000,"plane fare",359.26
3049,"Information Technology",Fitzgerald,"off-site meeting",4,5000,"conference fees",1031.01
3050,Purchasing,Partridge,conference,1,4000,hotel,610.5
3050,Purchasing,Partridge,conference,2,4000,hotel,559.63
3050,Purchasing,Partridge,conference,3,5000,"conference fees",459.19
3051,"Human Resources",Elliott,conference,1,9000,"rental car",363.79
3051,"Human Resources",Elliott,conference,2,2000,alcohol,12.09
3052,Purchasing,Wills,conference,1,7000,"plane fare",1198.83
3052,Purchasing,Wills,conference,2,5000,"conference fees",1649.24
3052,Purchasing,Wills,conference,3,7000,"plane fare",947.9
3053,Executive,Dunn,"supplier visit",1,8000,taxi,32.06
3053,Executive,Dunn,"supplier visit",2,7000,"plane fare",874.41
3053,Executive,Dunn,"supplier visit",3,1000,"meal (no alcohol)",17.97
3053,Executive,Dunn,"supplier visit",4,1000,"meal (no alcohol)",12.85
